ppe_types_requested,datecreated,facility_type,stateprovince,county,censustractfips
"Face Shields, Face Shields, N95 Respirators, N95 Respirators",2020-06-10 17:33:44.321000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",IL,Cook,17031250500
"Disinfecting Wipes, Surgical Masks, Face Shields, Safety Glasses, N95 Respirators, Nitrile Gloves, Surgical Caps / Bouffant Caps, Thermometers, Safety Goggles, Gowns, Disposable Booties, Hand Sanitizer, Cloth Masks, Face Shields, Two-way Communication Devices",2020-06-10 17:34:22.918000+00:00,,NJ,Morris,
"Face Shields, Face Shields, Safety Glasses, Disinfecting Wipes, Surgical Caps / Bouffant Caps, Thermometers, Disposable Booties, Safety Goggles, Surgical Masks, Nitrile Gloves, Cloth Masks, Two-way Communication Devices, N95 Respirators, Gowns, Hand Sanitizer",2020-06-10 17:36:05.657000+00:00,,NJ,Morris,
"Face Shields, Cloth Masks, Safety Glasses, Disposable Booties, Surgical Caps / Bouffant Caps, Nitrile Gloves, Surgical Masks, Safety Goggles, Disinfecting Wipes, Gowns, N95 Respirators, Two-way Communication Devices, Thermometers, Hand Sanitizer, Face Shields",2020-06-10 17:39:56.658000+00:00,,NJ,Morris,
"N95 Respirators, Disinfecting Wipes, Disposable Booties, Hand Sanitizer, PAPR Replacement Face Shields, Coveralls / Bunny Suits, Surgical Caps / Bouffant Caps",2020-06-10 17:41:39.286000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",IL,Cook,17031611500
Thermometers,2020-06-10 17:42:25.238000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",PA,Bucks,42017105003
"N95 Respirators, Surgical Caps / Bouffant Caps, Disposable Booties, PAPR Replacement Face Shields, Disinfecting Wipes, Coveralls / Bunny Suits, Hand Sanitizer",2020-06-10 17:42:38.299000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",IL,Cook,17031611500
"N95 Respirators, Gowns",2020-06-10 17:42:38.455000+00:00,"Outpatient care facility (including primary care or specialist services, dialysis center, dental services, community clinic)",SD,Union,46127020301
"Face Shields, Gowns, Surgical Caps / Bouffant Caps, Surgical Masks, Nitrile Gloves, Hand Sanitizer, Disinfecting Wipes, N95 Respirators",2020-06-10 17:43:14.605000+00:00,Acute care hospital,VA,Fairfax,51059415500
"Nitrile Gloves, Surgical Masks",2020-06-10 17:46:07.211000+00:00,Acute care hospital,CA,Contra Costa,06013345205
"Thermometers, N95 Respirators, N95 Respirators, N95 Respirators, Hand Sanitizer, Hand Sanitizer, Thermometers, Thermometers, Hand Sanitizer",2020-06-10 17:49:03.042000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",TX,Concho,
"Thermometers, Hand Sanitizer, Thermometers, Hand Sanitizer, Thermometers, N95 Respirators, N95 Respirators, N95 Respirators, Hand Sanitizer",2020-06-10 17:49:10.548000+00:00,Other,TX,Concho,
"Safety Goggles, Two-way Communication Devices, Thermometers, Hand Sanitizer, Two-way Communication Devices, Thermometers, Gowns, Nitrile Gloves, Face Shields, Face Shields, Surgical Caps / Bouffant Caps, Disinfecting Wipes, Gowns, Hand Sanitizer, Disinfecting Wipes, Disposable Booties, Disposable Booties, Safety Glasses, Safety Glasses, Surgical Masks, N95 Respirators, N95 Respirators, Surgical Caps / Bouffant Caps, Safety Goggles, Body Bags, Body Bags, Surgical Masks, Nitrile Gloves",2020-06-10 17:49:38.355000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",CA,Contra Costa,06013321200
"Surgical Masks, Face Shields, Cloth Masks, Gowns, Disinfecting Wipes",2020-06-10 17:50:47.724000+00:00,,MA,Middlesex,25017383501
"Face Shields, Gowns, Cloth Masks, Disinfecting Wipes, Surgical Masks",2020-06-10 17:53:37.677000+00:00,,MA,Middlesex,25017383501
"Gowns, Gowns",2020-06-10 17:53:49.480000+00:00,Acute care hospital,SC,Richland,
"Cloth Masks, Gowns, Disinfecting Wipes, Face Shields, Surgical Masks",2020-06-10 17:53:52.137000+00:00,,MA,Middlesex,25017383501
"Gowns, Cloth Masks, Surgical Masks, Face Shields, Disinfecting Wipes",2020-06-10 17:54:03.936000+00:00,,MA,Middlesex,25017383501
"Gowns, Gowns",2020-06-10 17:54:13.767000+00:00,Acute care hospital,SC,Richland,
"N95 Respirators, Nitrile Gloves, Nitrile Gloves, N95 Respirators",2020-06-10 17:59:30.369000+00:00,"Outpatient care facility (including primary care or specialist services, dialysis center, dental services, community clinic)",TX,Tarrant,48439102401
"N95 Respirators, Disinfecting Wipes, Hand Sanitizer, Cloth Masks, Coveralls / Bunny Suits, Safety Goggles, Surgical Masks, Nitrile Gloves, Disposable Booties",2020-06-10 18:07:00.640000+00:00,,MA,Worcester,25027730500
"Surgical Masks, Gowns, Nitrile Gloves, Thermometers, N95 Respirators, Safety Glasses, Disinfecting Wipes",2020-06-10 18:07:59.983000+00:00,,CO,Jefferson,08059012024
"Surgical Masks, PAPR Replacement Face Shields, Disinfecting Wipes, Thermometers, Body Bags, Face Shields, Two-way Communication Devices, Cloth Masks, Coveralls / Bunny Suits, Surgical Caps / Bouffant Caps, Safety Glasses, Safety Goggles, Hand Sanitizer, Face Shields, Disposable Booties",2020-06-10 18:17:57.993000+00:00,Acute care hospital,TX,Starr,48427950104
"Coveralls / Bunny Suits, Safety Goggles, Hand Sanitizer, Nitrile Gloves, Cloth Masks, Disinfecting Wipes, Thermometers, Disposable Booties, Gowns, Face Shields",2020-06-10 18:18:55.026000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",GA,Irwin,13155950202
"Hand Sanitizer, Nitrile Gloves, Face Shields",2020-06-10 18:22:09.558000+00:00,,CA,Los Angeles,06037701701
"Surgical Masks, Face Shields, Hand Sanitizer, Gowns, Disinfecting Wipes, Thermometers, N95 Respirators",2020-06-10 18:23:13.986000+00:00,Home health agency,IL,DuPage,17043840904
"Face Shields, Hand Sanitizer, Disinfecting Wipes, Gowns, Surgical Masks, Thermometers, N95 Respirators",2020-06-10 18:23:26.275000+00:00,Home health agency,IL,DuPage,17043840904
"Cloth Masks, Nitrile Gloves, Safety Glasses, Thermometers, Safety Glasses, Surgical Masks, Thermometers, Surgical Caps / Bouffant Caps, Nitrile Gloves, Cloth Masks, Surgical Caps / Bouffant Caps, Surgical Masks",2020-06-10 18:24:52.715000+00:00,Other,NC,Cumberland,37051002002
"Cloth Masks, Hand Sanitizer, Surgical Masks, Gowns, Disinfecting Wipes",2020-06-10 18:26:41.341000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",TN,Shelby,47157021124
"N95 Respirators, Gowns",2020-06-10 18:27:32.764000+00:00,Other,CA,Los Angeles,06037207102
"Face Shields, N95 Respirators, Gowns",2020-06-10 18:28:21.044000+00:00,Acute care hospital,TX,Tarrant,48439111569
"Face Shields, Gowns, N95 Respirators",2020-06-10 18:28:33.065000+00:00,Acute care hospital,TX,Tarrant,48439111569
"Face Shields, Disinfecting Wipes, Surgical Masks",2020-06-10 18:29:12.517000+00:00,"Outpatient care facility (including primary care or specialist services, dialysis center, dental services, community clinic)",OR,Clackamas,41005022205
"Nitrile Gloves, Surgical Masks, N95 Respirators, Thermometers, Two-way Communication Devices, Disinfecting Wipes, Gowns",2020-06-10 18:31:20.994000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",MO,Callaway,
"Face Shields, N95 Respirators, Surgical Masks, Gowns",2020-06-10 18:32:03.495000+00:00,,CA,Los Angeles,06037311200
"Surgical Masks, N95 Respirators, Gowns, Face Shields",2020-06-10 18:34:02.127000+00:00,,CA,Los Angeles,06037574202
"Gowns, N95 Respirators, Face Shields, Surgical Masks",2020-06-10 18:35:50.198000+00:00,,CA,Los Angeles,06037574202
"Coveralls / Bunny Suits, Hand Sanitizer, Surgical Caps / Bouffant Caps, Surgical Masks, Disinfecting Wipes, N95 Respirators, Gowns, Face Shields, Nitrile Gloves",2020-06-10 18:40:38.890000+00:00,Acute care hospital,TX,Collin,48085031647
"Gowns, N95 Respirators, Nitrile Gloves, Surgical Masks",2020-06-10 18:44:37.336000+00:00,,TX,Harris,48201431403
"Gowns, Surgical Masks, Surgical Masks, Surgical Masks, Thermometers, N95 Respirators, Hand Sanitizer, Nitrile Gloves, Body Bags, Disinfecting Wipes, Face Shields, Face Shields, Face Shields, Disinfecting Wipes, Disinfecting Wipes, Nitrile Gloves, Nitrile Gloves, Hand Sanitizer, Thermometers, Face Shields, Body Bags, Body Bags, Face Shields, Face Shields, N95 Respirators, Hand Sanitizer, Thermometers, Cloth Masks, Cloth Masks, Cloth Masks, Gowns, Gowns, N95 Respirators",2020-06-10 18:49:45.046000+00:00,"Non-acute inpatient facility (including non-acute care hospital, inpatient psychiatric facility, inpatient rehab facility)",LA,East Baton Rouge Parish,22033003804
"Disinfecting Wipes, Hand Sanitizer, Disinfecting Wipes, N95 Respirators, N95 Respirators, Hand Sanitizer",2020-06-10 18:50:03.539000+00:00,Acute care hospital,CA,Los Angeles,06037703002
"Disinfecting Wipes, N95 Respirators, Hand Sanitizer, N95 Respirators, Disinfecting Wipes, Hand Sanitizer",2020-06-10 18:50:12.514000+00:00,Acute care hospital,CA,Los Angeles,06037703002
"Gowns, Surgical Masks, Disinfecting Wipes",2020-06-10 18:55:25.724000+00:00,,ID,Canyon,
"Nitrile Gloves, Disinfecting Wipes, N95 Respirators, Surgical Masks",2020-06-10 19:03:04.141000+00:00,Acute care hospital,GA,Cobb,13067031221
"Disinfecting Wipes, Nitrile Gloves, Surgical Masks, N95 Respirators",2020-06-10 19:03:14.817000+00:00,Acute care hospital,GA,Cobb,13067031221
"Gowns, Face Shields, N95 Respirators, Face Shields",2020-06-10 19:07:46.322000+00:00,Acute care hospital,CA,Los Angeles,06037434100
"N95 Respirators, Face Shields, Surgical Masks, Disinfecting Wipes, Nitrile Gloves",2020-06-10 19:08:23.176000+00:00,Acute care hospital,MA,Suffolk,25025070202
"Coveralls / Bunny Suits, Cloth Masks, Thermometers, Hand Sanitizer, Gowns, Nitrile Gloves, PAPR Replacement Face Shields, N95 Respirators, Face Shields, Surgical Caps / Bouffant Caps, Disinfecting Wipes, Safety Glasses, Face Shields, Surgical Masks, Safety Goggles",2020-06-10 19:12:57.831000+00:00,,LA,Orleans Parish,22071007200
"Hand Sanitizer, Safety Goggles, Surgical Caps / Bouffant Caps, Thermometers, Cloth Masks, Gowns, Safety Glasses, PAPR Replacement Face Shields, N95 Respirators, Coveralls / Bunny Suits, Face Shields, Face Shields, Surgical Masks, Disinfecting Wipes, Nitrile Gloves",2020-06-10 19:13:09.418000+00:00,,LA,Orleans Parish,22071007200
"Nitrile Gloves, Surgical Masks, Safety Goggles, Hand Sanitizer, N95 Respirators, Safety Glasses, Surgical Caps / Bouffant Caps, PAPR Replacement Face Shields, Face Shields, Face Shields, Coveralls / Bunny Suits, Disinfecting Wipes, Cloth Masks, Thermometers, Gowns",2020-06-10 19:13:24.372000+00:00,,LA,Orleans Parish,22071007200
"Cloth Masks, Coveralls / Bunny Suits, N95 Respirators, Hand Sanitizer, Face Shields, Disinfecting Wipes, Thermometers, Surgical Caps / Bouffant Caps, Surgical Masks, Safety Goggles, Safety Glasses, Face Shields, Nitrile Gloves, PAPR Replacement Face Shields, Gowns",2020-06-10 19:15:06.203000+00:00,,LA,Orleans Parish,22071007200
"Surgical Caps / Bouffant Caps, Cloth Masks, N95 Respirators",2020-06-10 19:17:50.789000+00:00,Acute care hospital,MI,Oakland,26125197500
"Cloth Masks, N95 Respirators, Surgical Caps / Bouffant Caps",2020-06-10 19:18:43.006000+00:00,Acute care hospital,MI,Oakland,26125197500
"Cloth Masks, Surgical Caps / Bouffant Caps, N95 Respirators",2020-06-10 19:18:54.340000+00:00,Acute care hospital,MI,Oakland,26125197500
"Cloth Masks, Surgical Caps / Bouffant Caps, N95 Respirators",2020-06-10 19:19:03.498000+00:00,Acute care hospital,MI,Oakland,26125197500
"Disinfecting Wipes, Disinfecting Wipes, Disinfecting Wipes, Coveralls / Bunny Suits, Coveralls / Bunny Suits, Coveralls / Bunny Suits, N95 Respirators, N95 Respirators, Gowns, Gowns, N95 Respirators, Gowns, Coveralls / Bunny Suits, Coveralls / Bunny Suits, Gowns, Disinfecting Wipes, Disinfecting Wipes, N95 Respirators, N95 Respirators, Gowns",2020-06-10 19:19:08.944000+00:00,,NJ,Ocean,34029715301
"Disinfecting Wipes, Gowns, N95 Respirators, Disinfecting Wipes, Gowns, N95 Respirators, N95 Respirators, N95 Respirators, Disinfecting Wipes, Gowns, Coveralls / Bunny Suits, Gowns, Disinfecting Wipes, Disinfecting Wipes, Coveralls / Bunny Suits, Coveralls / Bunny Suits, Coveralls / Bunny Suits, Coveralls / Bunny Suits, Gowns, N95 Respirators",2020-06-10 19:20:32.141000+00:00,Nonprofit or faith-based community organization (including community centers),NJ,Ocean,34029715301
"Surgical Masks, Gowns",2020-06-10 19:28:09.099000+00:00,,MN,Dakota,27037060605
"Surgical Masks, Hand Sanitizer, Disinfecting Wipes, Nitrile Gloves, N95 Respirators, Gowns, Cloth Masks, Safety Glasses",2020-06-10 19:29:43.967000+00:00,Other,MA,Worcester,25027723100
"Gowns, Surgical Masks",2020-06-10 19:31:08.506000+00:00,,MN,Dakota,27037060605
"Disposable Booties, Disinfecting Wipes, Safety Goggles, Surgical Masks",2020-06-10 19:32:26.008000+00:00,,MI,Wayne,26163557700
"Hand Sanitizer, N95 Respirators, Face Shields, Disinfecting Wipes, Gowns",2020-06-10 19:37:17.073000+00:00,Other,TX,Webb,48479001602
"Thermometers, Nitrile Gloves, Disinfecting Wipes, Disinfecting Wipes, Nitrile Gloves, Surgical Masks, Surgical Masks, Thermometers",2020-06-10 19:49:18.719000+00:00,,MA,Worcester,
"Thermometers, Nitrile Gloves, Thermometers, Disinfecting Wipes, Surgical Masks, Surgical Masks, Nitrile Gloves, Disinfecting Wipes",2020-06-10 19:49:50.788000+00:00,,MA,Worcester,
"Body Bags, PAPR Replacement Face Shields, Body Bags, PAPR Replacement Face Shields, PAPR Replacement Face Shields, PAPR Replacement Face Shields, Two-way Communication Devices, PAPR Replacement Face Shields, Body Bags, Safety Goggles, Body Bags, Body Bags, Two-way Communication Devices, Coveralls / Bunny Suits, Two-way Communication Devices, Coveralls / Bunny Suits, Safety Goggles, Safety Goggles, Coveralls / Bunny Suits, Coveralls / Bunny Suits, Two-way Communication Devices, Surgical Caps / Bouffant Caps, Safety Goggles, Coveralls / Bunny Suits, Safety Goggles, Two-way Communication Devices, Surgical Caps / Bouffant Caps, Surgical Caps / Bouffant Caps, Surgical Caps / Bouffant Caps, Surgical Caps / Bouffant Caps",2020-06-10 19:57:14.985000+00:00,,CA,Los Angeles,06037572202
"Disinfecting Wipes, Disinfecting Wipes, Hand Sanitizer, Disposable Booties, Surgical Masks, Face Shields, Face Shields, Nitrile Gloves, Nitrile Gloves, Surgical Caps / Bouffant Caps, Surgical Masks, Hand Sanitizer, Surgical Caps / Bouffant Caps, Safety Glasses, Safety Goggles, Gowns, Thermometers, Safety Goggles, Thermometers, Coveralls / Bunny Suits, N95 Respirators, N95 Respirators, Gowns, Disposable Booties, Safety Glasses, Coveralls / Bunny Suits",2020-06-10 20:00:28.870000+00:00,"Outpatient care facility (including primary care or specialist services, dialysis center, dental services, community clinic)",CA,Los Angeles,06037900703
"N95 Respirators, Hand Sanitizer, Gowns, Surgical Caps / Bouffant Caps, Safety Goggles, Coveralls / Bunny Suits, Surgical Masks, Thermometers, Two-way Communication Devices, Safety Glasses",2020-06-10 20:14:36.216000+00:00,"Long-term care or residential healthcare facility  (including nursing home, skilled nursing facility, hospice, group home, assisted living facility, residential substance treatment facility)",CA,Los Angeles,06037221402
"Disposable Booties, Disposable Booties, Hand Sanitizer, Surgical Masks, Hand Sanitizer, Disinfecting Wipes, Disinfecting Wipes, Safety Glasses, Safety Glasses, Nitrile Gloves, Nitrile Gloves, Surgical Masks, Coveralls / Bunny Suits, Face Shields, Thermometers, Gowns, N95 Respirators, Coveralls / Bunny Suits, Gowns, Safety Goggles, Safety Goggles, Face Shields, Surgical Caps / Bouffant Caps, N95 Respirators, Surgical Caps / Bouffant Caps, Thermometers",2020-06-10 20:20:45.467000+00:00,,LA,Orleans Parish,22071005000
"Surgical Caps / Bouffant Caps, Gowns, N95 Respirators",2020-06-10 20:21:27.906000+00:00,Acute care hospital,NY,New York,36061016400
"Face Shields, Nitrile Gloves, Thermometers",2020-06-10 20:21:56.198000+00:00,,PA,Delaware,42045409804
